 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  80 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
,,,, 小  計 , 1 , 2 , 3 , 4 ,,,,,,,,,,,,,,,,,,,,
, 計 ,"   20,605,831","   308,569","   1,314,877","   335,726","   316,346","   344,733","   318,072","   1,794,009","   2,009,695","   1,840,047","   1,871,602","   1,965,733","   1,889,119","   1,720,569","   1,299,350","   873,267","   873,650","   760,501","   739,414","   571,441","   376,177","   232,334","   111,908","   41,650","   11,919",—,—
 總　　計 , 男 ,"   10,640,276","   161,217","   682,690","   174,941","   163,897","   178,773","   165,079","   924,557","   1,034,173","   942,699","   959,307","   1,006,489","   964,915","   878,637","   663,796","   443,856","   438,826","   391,291","   423,353","   328,180","   205,323","   120,044","   49,856","   16,909","   4,158",—,—
, 女 ,"   9,965,555","   147,352","   632,187","   160,785","   152,449","   165,960","   152,993","   869,452","   975,522","   897,348","   912,295","   959,244","   924,204","   841,932","   635,554","   429,411","   434,824","   369,210","   316,061","   243,261","   170,854","   112,290","   62,052","   24,741","   7,761",—,—
, 計 ,"   20,556,842","   307,882","   1,311,508","   334,970","   315,568","   343,804","   317,166","   1,788,701","   2,003,833","   1,834,607","   1,868,685","   1,962,693","   1,885,915","   1,717,325","   1,296,969","   871,192","   871,314","   758,000","   737,426","   569,912","   375,044","   231,389","   111,354","   41,335","   11,758",—,—
 臺灣地區 , 男 ,"   10,614,716","   160,840","   680,947","   174,556","   163,485","   178,296","   164,610","   921,821","   1,031,248","   939,699","   957,461","   1,004,737","   963,347","   877,148","   662,641","   442,737","   437,461","   389,816","   422,311","   327,451","   204,779","   119,690","   49,661","   16,810","   4,111",—,—
, 女 ,"   9,942,126","   147,042","   630,561","   160,414","   152,083","   165,508","   152,556","   866,880","   972,585","   894,908","   911,224","   957,956","   922,568","   840,177","   634,328","   428,455","   433,853","   368,184","   315,115","   242,461","   170,265","   111,699","   61,693","   24,525","   7,647",—,—
, 計 ,"   16,442,425","   254,177","   1,074,046","   275,497","   258,641","   280,800","   259,108","   1,447,507","   1,615,319","   1,482,459","   1,523,273","   1,584,649","   1,479,798","   1,314,046","   983,136","   676,150","   698,687","   620,003","   603,116","   459,648","   302,943","   187,922","   92,461","   33,706","   9,379",—,—
臺  灣  省, 男 ,"   8,530,459","   132,678","   557,436","   143,520","   134,172","   145,399","   134,345","   745,375","   831,031","   759,918","   783,670","   821,833","   768,560","   681,244","   507,029","   344,831","   353,076","   319,710","   344,483","   262,895","   163,378","   96,140","   40,586","   13,396","   3,190",—,—
, 女 ,"   7,911,966","   121,499","   516,610","   131,977","   124,469","   135,401","   124,763","   702,132","   784,288","   722,541","   739,603","   762,816","   711,238","   632,802","   476,107","   331,319","   345,611","   300,293","   258,633","   196,753","   139,565","   91,782","   51,875","   20,310","   6,189",—,—
, 計 ,"   3,107,278","   48,948","   213,926","   53,061","   51,470","   55,975","   53,420","   302,073","   320,055","   278,040","   266,621","   294,956","   311,295","   285,075","   200,913","   131,307","   116,386","   92,204","   87,789","   69,676","   44,491","   26,301","   11,343","   4,691","   1,188",—,—
 臺 北 縣 , 男 ,"   1,590,163","   25,449","   110,268","   27,675","   26,389","   28,629","   27,575","   155,242","   164,813","   142,624","   135,279","   144,438","   153,698","   144,376","   102,488","   66,912","   57,992","   47,967","   51,015","   40,718","   24,968","   14,090","   5,377","   2,043",   406,—,—
, 女 ,"   1,517,115","   23,499","   103,658","   25,386","   25,081","   27,346","   25,845","   146,831","   155,242","   135,416","   131,342","   150,518","   157,597","   140,699","   98,425","   64,395","   58,394","   44,237","   36,774","   28,958","   19,523","   12,211","   5,966","   2,648",   782,—,—
, 計 ,"   453,765","   7,127","   29,294","   7,699","   7,177","   7,569","   6,849","   36,506","   41,828","   41,141","   46,024","   45,132","   37,693","   32,413","   23,737","   18,923","   22,056","   19,838","   18,140","   13,904","   9,270","   6,169","   3,107","   1,166",   297,—,—
 宜 蘭 縣 , 男 ,"   235,554","   3,708","   15,210","   4,080","   3,691","   3,924","   3,515","   18,716","   21,448","   21,033","   23,704","   23,866","   19,788","   16,646","   12,088","   9,620","   11,324","   10,382","   10,367","   7,808","   4,852","   3,122","   1,351",   423,   98,—,—
, 女 ,"   218,211","   3,419","   14,084","   3,619","   3,486","   3,645","   3,334","   17,790","   20,380","   20,108","   22,320","   21,266","   17,905","   15,767","   11,649","   9,303","   10,732","   9,456","   7,773","   6,096","   4,418","   3,047","   1,756",   743,   199,—,—
, 計 ,"   1,385,165","   22,036","   94,970","   24,575","   22,845","   24,941","   22,609","   133,423","   144,748","   126,853","   126,898","   132,427","   128,062","   115,727","   80,767","   51,773","   48,849","   42,150","   51,345","   38,965","   22,563","   13,817","   6,350","   2,509",   933,—,—
 桃 園 縣 , 男 ,"   723,193","   11,543","   49,283","   12,705","   11,914","   12,924","   11,740","   68,899","   74,529","   65,034","   65,009","   66,430","   64,147","   58,035","   40,218","   25,178","   23,636","   22,757","   35,229","   26,426","   14,175","   8,245","   3,121","   1,008",   291,—,—
, 女 ,"   661,972","   10,493","   45,687","   11,870","   10,931","   12,017","   10,869","   64,524","   70,219","   61,819","   61,889","   65,997","   63,915","   57,692","   40,549","   26,595","   25,213","   19,393","   16,116","   12,539","   8,388","   5,572","   3,229","   1,501",   642,—,—
, 計 ,"   379,443","   6,791","   26,860","   7,261","   6,691","   6,836","   6,072","   32,407","   34,536","   33,141","   36,743","   38,419","   32,452","   26,655","   19,182","   14,800","   17,128","   15,801","   15,570","   11,717","   7,690","   5,037","   2,846","   1,239",   429,—,—
 新 竹 縣 , 男 ,"   200,100","   3,560","   13,933","   3,766","   3,470","   3,543","   3,154","   16,591","   17,913","   16,969","   18,932","   20,613","   17,854","   14,361","   9,995","   7,734","   8,864","   8,324","   9,062","   6,557","   4,185","   2,663","   1,309",   529,   152,—,—
, 女 ,"   179,343","   3,231","   12,927","   3,495","   3,221","   3,293","   2,918","   15,816","   16,623","   16,172","   17,811","   17,806","   14,598","   12,294","   9,187","   7,066","   8,264","   7,477","   6,508","   5,160","   3,505","   2,374","   1,537",   710,   277,—,—
, 計 ,"   551,016","   9,313","   37,298","   9,894","   9,088","   9,570","   8,746","   46,146","   50,102","   48,545","   54,239","   54,360","   45,835","   37,688","   28,667","   22,305","   26,193","   23,743","   22,928","   17,004","   11,850","   7,949","   4,354","   1,931",   566,—,—
 苗 栗 縣 , 男 ,"   288,459","   4,862","   19,368","   5,132","   4,725","   4,994","   4,517","   23,730","   25,794","   24,909","   28,032","   29,400","   25,213","   20,363","   14,987","   11,587","   13,734","   12,419","   12,327","   8,900","   5,995","   3,963","   1,913",   761,   202,—,—
, 女 ,"   262,557","   4,451","   17,930","   4,762","   4,363","   4,576","   4,229","   22,416","   24,308","   23,636","   26,207","   24,960","   20,622","   17,325","   13,680","   10,718","   12,459","   11,324","   10,601","   8,104","   5,855","   3,986","   2,441","   1,170",   364,—,—
, 計 ,"   1,286,839","   20,551","   89,808","   22,869","   21,644","   23,421","   21,874","   125,633","   138,009","   119,609","   115,003","   121,638","   115,805","   105,165","   76,318","   51,309","   49,854","   44,094","   42,697","   31,217","   19,439","   11,993","   5,859","   2,238",   600,—,—
 臺 中 縣 , 男 ,"   663,738","   10,787","   46,598","   11,758","   11,305","   12,129","   11,406","   64,650","   70,942","   60,830","   58,659","   61,125","   58,958","   54,329","   39,720","   26,189","   25,395","   22,977","   25,090","   18,165","   10,154","   5,695","   2,463",   811,   201,—,—
, 女 ,"   623,101","   9,764","   43,210","   11,111","   10,339","   11,292","   10,468","   60,983","   67,067","   58,779","   56,344","   60,513","   56,847","   50,836","   36,598","   25,120","   24,459","   21,117","   17,607","   13,052","   9,285","   6,298","   3,396","   1,427",   399,—,—
, 計 ,"   1,254,228","   20,141","   85,670","   21,910","   20,736","   22,185","   20,839","   115,410","   128,821","   116,468","   115,623","   117,300","   103,894","   90,198","   70,445","   50,138","   56,225","   52,641","   46,023","   33,920","   23,663","   15,470","   8,437","   3,011",   730,—,—
 彰 化 縣 , 男 ,"   648,327","   10,495","   44,987","   11,528","   10,856","   11,656","   10,947","   59,425","   66,515","   59,794","   59,219","   61,628","   55,270","   47,773","   37,158","   26,304","   29,365","   26,817","   23,830","   16,887","   11,088","   7,088","   3,386","   1,080",   218,—,—
, 女 ,"   605,901","   9,646","   40,683","   10,382","   9,880","   10,529","   9,892","   55,985","   62,306","   56,674","   56,404","   55,672","   48,624","   42,425","   33,287","   23,834","   26,860","   25,824","   22,193","   17,033","   12,575","   8,382","   5,051","   1,931",   512,—,—
, 計 ,"   539,211","   8,896","   36,601","   9,390","   8,997","   9,430","   8,784","   44,770","   47,916","   46,271","   52,026","   53,021","   45,313","   38,370","   30,072","   22,925","   26,061","   23,941","   22,274","   16,515","   11,296","   7,185","   4,017","   1,389",   352,—,—
 南 投 縣 , 男 ,"   281,969","   4,614","   19,076","   4,941","   4,660","   4,950","   4,525","   23,034","   24,862","   23,648","   26,702","   28,413","   24,598","   20,736","   16,007","   11,904","   13,568","   12,467","   12,083","   8,777","   5,624","   3,496","   1,708",   528,   124,—,—
, 女 ,"   257,242","   4,282","   17,525","   4,449","   4,337","   4,480","   4,259","   21,736","   23,054","   22,623","   25,324","   24,608","   20,715","   17,634","   14,065","   11,021","   12,493","   11,474","   10,191","   7,738","   5,672","   3,689","   2,309",   861,   228,—,—
, 計 ,"   753,710","   11,351","   45,996","   12,060","   11,074","   11,803","   11,059","   56,676","   68,765","   67,992","   75,840","   73,285","   55,971","   49,294","   41,936","   34,468","   40,213","   37,154","   33,741","   23,692","   17,519","   11,330","   5,971","   2,038",   478,—,—
 雲 林 縣 , 男 ,"   394,394","   5,962","   23,996","   6,370","   5,840","   6,027","   5,759","   29,409","   35,177","   34,804","   39,845","   41,108","   31,873","   27,090","   22,777","   18,173","   20,840","   18,810","   16,925","   11,521","   7,964","   4,957","   2,276",   728,   159,—,—
, 女 ,"   359,316","   5,389","   22,000","   5,690","   5,234","   5,776","   5,300","   27,267","   33,588","   33,188","   35,995","   32,177","   24,098","   22,204","   19,159","   16,295","   19,373","   18,344","   16,816","   12,171","   9,555","   6,373","   3,695","   1,310",   319,—,—
, 計 ,"   554,746","   8,899","   34,401","   9,317","   8,308","   8,770","   8,006","   38,935","   44,578","   47,080","   56,179","   57,953","   44,888","   36,038","   29,750","   23,103","   29,326","   28,869","   26,872","   18,749","   13,483","   8,672","   4,972","   1,532",   467,—,—
 嘉 義 縣 , 男 ,"   291,670","   4,583","   17,818","   4,855","   4,314","   4,528","   4,121","   20,168","   22,773","   23,996","   29,299","   32,496","   26,202","   20,326","   15,974","   11,812","   14,879","   14,482","   13,862","   9,566","   6,667","   3,982","   2,033",   596,   156,—,—
, 女 ,"   263,076","   4,316","   16,583","   4,462","   3,994","   4,242","   3,885","   18,767","   21,805","   23,084","   26,880","   25,457","   18,686","   15,712","   13,776","   11,291","   14,447","   14,387","   13,010","   9,183","   6,816","   4,690","   2,939",   936,   311,—,—
, 計 ,"   1,035,861","   15,084","   63,909","   16,431","   15,222","   16,924","   15,332","   81,906","   94,133","   86,434","   94,309","   103,149","   93,496","   77,630","   59,722","   41,164","   47,810","   48,165","   46,172","   33,097","   23,016","   14,737","   8,358","   2,751",   819,—,—
 臺 南 縣 , 男 ,"   541,342","   7,856","   33,223","   8,591","   7,846","   8,800","   7,986","   42,227","   48,380","   44,435","   49,110","   55,506","   51,165","   41,800","   31,410","   21,125","   24,147","   24,343","   25,002","   17,960","   11,839","   6,932","   3,455","   1,128",   299,—,—
, 女 ,"   494,519","   7,228","   30,686","   7,840","   7,376","   8,124","   7,346","   39,679","   45,753","   41,999","   45,199","   47,643","   42,331","   35,830","   28,312","   20,039","   23,663","   23,822","   21,170","   15,137","   11,177","   7,805","   4,903","   1,623",   520,—,—
, 計 ,"   1,132,153","   17,243","   70,105","   18,351","   16,770","   18,459","   16,525","   91,802","   108,313","   108,939","   110,793","   109,761","   101,471","   91,357","   71,218","   48,206","   48,079","   41,666","   41,464","   31,827","   20,216","   11,910","   5,515","   1,794",   474,—,—
 高 雄 縣 , 男 ,"   591,929","   9,004","   36,067","   9,592","   8,538","   9,586","   8,351","   47,170","   55,550","   56,089","   57,435","   58,080","   53,079","   47,513","   36,475","   24,695","   24,344","   21,873","   24,933","   18,935","   11,177","   6,173","   2,442",   729,   166,—,—
, 女 ,"   540,224","   8,239","   34,038","   8,759","   8,232","   8,873","   8,174","   44,632","   52,763","   52,850","   53,358","   51,681","   48,392","   43,844","   34,743","   23,511","   23,735","   19,793","   16,531","   12,892","   9,039","   5,737","   3,073","   1,065",   308,—,—
, 計 ,"   897,176","   13,433","   54,464","   14,167","   13,083","   14,341","   12,873","   70,030","   84,128","   80,721","   88,612","   88,152","   75,964","   66,736","   53,854","   38,153","   42,118","   38,333","   36,531","   27,811","   19,389","   11,791","   5,051","   1,543",   362,—,—
 屏 東 縣 , 男 ,"   470,496","   7,026","   28,082","   7,279","   6,751","   7,396","   6,656","   35,854","   42,898","   41,495","   46,088","   47,646","   40,877","   35,436","   28,499","   19,866","   22,099","   19,784","   20,194","   15,329","   10,188","   6,144","   2,255",   607,   129,—,—
