 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  63 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
,,,, 小  計 , 1 , 2 , 3 , 4 ,,,,,,,,,,,,,,,,,,,,
, 計 ,"   15,927,167","   328,461","   1,473,878","   357,403","   359,674","   372,532","   384,269","   1,941,816","   2,023,235","   1,906,267","   1,678,144","   1,061,463","   951,114","   875,082","   841,467","   814,466","   647,275","   464,547","   382,621","   251,425","   152,219","   81,489","   35,080","   17,118",—,—,—
 總　　計 , 男 ,"   8,354,012","   169,774","   758,679","   184,404","   184,774","   191,539","   197,962","   998,334","   1,039,956","   975,768","   858,343","   545,077","   487,697","   447,096","   466,316","   491,285","   386,283","   267,406","   211,284","   127,344","   71,574","   34,028","   12,809","   4,959",—,—,—
, 女 ,"   7,573,155","   158,687","   715,199","   172,999","   174,900","   180,993","   186,307","   943,482","   983,279","   930,499","   819,801","   516,386","   463,417","   427,986","   375,151","   323,181","   260,992","   197,141","   171,337","   124,081","   80,645","   47,461","   22,271","   12,159",—,—,—
, 計 ,"   15,852,224","   326,820","   1,465,345","   355,470","   357,566","   370,269","   382,040","   1,929,657","   2,011,277","   1,898,102","   1,672,945","   1,058,039","   947,789","   871,397","   837,761","   811,518","   644,654","   462,591","   380,723","   250,138","   151,139","   80,848","   34,625","   16,856",—,—,—
 臺灣地區 , 男 ,"   8,314,967","   168,913","   754,160","   183,359","   183,681","   190,377","   196,743","   992,079","   1,033,668","   971,169","   855,627","   543,413","   485,934","   444,961","   464,268","   489,895","   384,882","   266,374","   210,375","   126,782","   71,114","   33,788","   12,671","   4,894",—,—,—
, 女 ,"   7,537,257","   157,907","   711,185","   172,111","   173,885","   179,892","   185,297","   937,578","   977,609","   926,933","   817,318","   514,626","   461,855","   426,436","   373,493","   321,623","   259,772","   196,217","   170,348","   123,356","   80,025","   47,060","   21,954","   11,962",—,—,—
, 計 ,"   13,848,620","   291,964","   1,291,977","   314,179","   315,678","   326,002","   336,118","   1,702,794","   1,779,138","   1,682,402","   1,463,941","   899,408","   811,090","   754,754","   727,931","   695,729","   544,983","   397,395","   331,461","   221,254","   134,220","   72,402","   30,881","   14,896",—,—,—
臺  灣  省, 男 ,"   7,257,016","   150,888","   664,848","   161,929","   162,279","   167,633","   173,007","   874,913","   913,709","   860,519","   755,130","   466,895","   418,991","   388,159","   402,290","   416,188","   319,234","   225,346","   180,497","   110,835","   62,665","   30,153","   11,382","   4,374",—,—,—
, 女 ,"   6,591,604","   141,076","   627,129","   152,250","   153,399","   158,369","   163,111","   827,881","   865,429","   821,883","   708,811","   432,513","   392,099","   366,595","   325,641","   279,541","   225,749","   172,049","   150,964","   110,419","   71,555","   42,249","   19,499","   10,522",—,—,—
, 計 ,"   1,531,336","   34,534","   161,444","   38,753","   39,693","   40,913","   42,085","   198,173","   183,034","   166,659","   152,980","   112,868","   104,013","   85,499","   75,596","   74,091","   60,177","   42,543","   33,119","   21,798","   13,338","   6,916","   3,031","   1,523",—,—,—
 臺 北 縣 , 男 ,"   801,147","   17,862","   83,056","   19,943","   20,497","   20,950","   21,666","   101,775","   94,026","   84,942","   73,286","   54,427","   53,178","   44,285","   43,460","   46,202","   37,204","   25,889","   19,201","   11,539","   6,408","   2,893","   1,099",   415,—,—,—
, 女 ,"   730,189","   16,672","   78,388","   18,810","   19,196","   19,963","   20,419","   96,398","   89,008","   81,717","   79,694","   58,441","   50,835","   41,214","   32,136","   27,889","   22,973","   16,654","   13,918","   10,259","   6,930","   4,023","   1,932","   1,108",—,—,—
, 計 ,"   424,689","   8,757","   37,768","   9,206","   9,047","   9,465","   10,050","   51,606","   56,175","   53,106","   44,287","   24,598","   24,502","   23,934","   22,347","   20,425","   16,546","   13,124","   11,687","   7,826","   4,621","   2,019",   922,   439,—,—,—
 宜 蘭 縣 , 男 ,"   224,792","   4,469","   19,505","   4,757","   4,658","   4,886","   5,204","   26,734","   29,008","   27,392","   23,199","   13,315","   12,945","   12,762","   12,301","   12,026","   9,555","   7,617","   6,786","   3,896","   2,062",   772,   322,   126,—,—,—
