 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  67 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
,,,, 小  計 , 1 , 2 , 3 , 4 ,,,,,,,,,,,,,,,,,,,,
, 計 ,"   17,202,491","   375,802","   1,535,354","   386,671","   420,608","   366,800","   361,275","   1,863,096","   1,953,093","   2,008,570","   1,859,320","   1,577,574","   964,312","   940,548","   844,504","   830,761","   762,999","   581,168","   419,003","   322,538","   193,253","   103,723","   46,458","   15,590","   4,825",—,—
 總　　計 , 男 ,"   8,991,263","   195,214","   791,344","   199,426","   217,055","   188,831","   186,032","   958,874","   1,004,492","   1,030,339","   951,283","   807,497","   495,426","   481,264","   433,277","   470,864","   459,696","   340,614","   236,276","   171,623","   93,285","   45,738","   17,881","   5,082","   1,194",—,—
, 女 ,"   8,211,228","   180,588","   744,010","   187,245","   203,553","   177,969","   175,243","   904,222","   948,601","   978,231","   908,037","   770,077","   468,886","   459,284","   411,227","   359,897","   303,303","   240,554","   182,727","   150,915","   99,968","   57,985","   28,577","   10,508","   3,631",—,—
, 計 ,"   17,135,714","   374,321","   1,528,970","   385,112","   418,979","   365,227","   359,652","   1,853,221","   1,942,245","   2,001,993","   1,854,293","   1,573,591","   961,458","   937,569","   841,093","   827,659","   760,457","   579,044","   417,436","   321,055","   192,222","   102,975","   46,051","   15,329","   4,732",—,—
 臺灣地區 , 男 ,"   8,956,557","   194,438","   788,006","   198,616","   216,178","   188,009","   185,203","   953,710","   998,943","   1,026,514","   948,526","   805,619","   494,047","   479,660","   431,270","   469,192","   458,460","   339,462","   235,500","   170,962","   92,862","   45,452","   17,746","   5,015","   1,173",—,—
, 女 ,"   8,179,157","   179,883","   740,964","   186,496","   202,801","   177,218","   174,449","   899,511","   943,302","   975,479","   905,767","   767,972","   467,411","   457,909","   409,823","   358,467","   301,997","   239,582","   181,936","   150,093","   99,360","   57,523","   28,305","   10,314","   3,559",—,—
, 計 ,"   14,972,109","   335,833","   1,353,913","   343,677","   370,513","   322,981","   316,742","   1,626,780","   1,713,899","   1,776,572","   1,629,199","   1,343,691","   814,538","   806,230","   733,260","   722,249","   655,785","   496,325","   361,144","   281,990","   170,568","   91,508","   40,978","   13,506","   4,141",—,—
臺  灣  省, 男 ,"   7,829,523","   174,196","   697,324","   177,190","   190,940","   166,201","   162,993","   836,138","   880,414","   911,044","   838,405","   696,034","   422,357","   415,762","   378,062","   407,906","   392,570","   287,088","   201,131","   148,128","   81,524","   40,142","   15,790","   4,466","   1,042",—,—
, 女 ,"   7,142,586","   161,637","   656,589","   166,487","   179,573","   156,780","   153,749","   790,642","   833,485","   865,528","   790,794","   647,657","   392,181","   390,468","   355,198","   314,343","   263,215","   209,237","   160,013","   133,862","   89,044","   51,366","   25,188","   9,040","   3,099",—,—
, 計 ,"   2,006,804","   48,279","   207,051","   51,285","   57,068","   49,612","   49,086","   235,894","   212,593","   206,444","   207,299","   214,360","   133,410","   115,772","   90,101","   85,334","   80,452","   62,090","   43,079","   30,804","   18,169","   9,557","   4,203","   1,418",   495,—,—
 臺 北 縣 , 男 ,"   1,042,111","   25,114","   106,585","   26,514","   29,474","   25,442","   25,155","   121,408","   109,329","   105,877","   100,102","   103,673","   68,505","   60,317","   46,513","   49,864","   49,436","   37,709","   25,070","   17,076","   9,150","   4,250","   1,607",   413,   113,—,—
, 女 ,"   964,693","   23,165","   100,466","   24,771","   27,594","   24,170","   23,931","   114,486","   103,264","   100,567","   107,197","   110,687","   64,905","   55,455","   43,588","   35,470","   31,016","   24,381","   18,009","   13,728","   9,019","   5,307","   2,596","   1,005",   382,—,—
, 計 ,"   438,004","   9,411","   37,122","   9,464","   10,093","   8,706","   8,859","   46,266","   51,380","   55,280","   49,053","   35,588","   20,293","   23,895","   22,803","   21,671","   19,006","   14,938","   11,701","   9,088","   5,852","   2,997","   1,130",   395,   135,—,—
 宜 蘭 縣 , 男 ,"   230,772","   4,836","   19,113","   4,984","   5,241","   4,434","   4,454","   23,839","   26,546","   28,435","   25,604","   18,993","   10,748","   12,357","   12,154","   12,120","   11,368","   8,665","   6,644","   4,870","   2,764","   1,185",   369,   128,   34,—,—
, 女 ,"   207,232","   4,575","   18,009","   4,480","   4,852","   4,272","   4,405","   22,427","   24,834","   26,845","   23,449","   16,595","   9,545","   11,538","   10,649","   9,551","   7,638","   6,273","   5,057","   4,218","   3,088","   1,812",   761,   267,   101,—,—
, 計 ,"   969,620","   22,330","   92,377","   22,870","   25,301","   22,026","   22,180","   116,561","   115,429","   108,513","   98,034","   84,783","   52,472","   50,050","   42,801","   49,283","   49,014","   32,417","   21,384","   15,322","   9,295","   5,596","   2,647",   992,   320,—,—
 桃 園 縣 , 男 ,"   513,024","   11,693","   47,517","   11,854","   13,032","   11,294","   11,337","   59,772","   59,020","   55,451","   48,275","   40,683","   25,506","   24,541","   21,693","   32,199","   34,603","   21,458","   13,073","   8,964","   4,643","   2,492",   989,   357,   95,—,—
, 女 ,"   456,596","   10,637","   44,860","   11,016","   12,269","   10,732","   10,843","   56,789","   56,409","   53,062","   49,759","   44,100","   26,966","   25,509","   21,108","   17,084","   14,411","   10,959","   8,311","   6,358","   4,652","   3,104","   1,658",   635,   225,—,—
, 計 ,"   632,425","   13,775","   54,384","   13,774","   14,842","   12,760","   13,008","   67,049","   71,777","   77,112","   70,002","   54,779","   31,891","   32,802","   30,303","   30,411","   30,051","   23,017","   16,494","   11,999","   8,264","   4,889","   2,330",   814,   282,—,—
 新 竹 縣 , 男 ,"   333,707","   7,261","   28,133","   7,067","   7,725","   6,596","   6,745","   34,452","   37,253","   39,762","   35,987","   28,737","   16,555","   16,643","   15,431","   17,021","   18,143","   13,975","   9,772","   6,715","   4,170","   2,318","   1,000",   300,   79,—,—
, 女 ,"   298,718","   6,514","   26,251","   6,707","   7,117","   6,164","   6,263","   32,597","   34,524","   37,350","   34,015","   26,042","   15,336","   16,159","   14,872","   13,390","   11,908","   9,042","   6,722","   5,284","   4,094","   2,571","   1,330",   514,   203,—,—
, 計 ,"   542,504","   12,008","   45,155","   11,701","   12,056","   10,785","   10,613","   56,002","   62,963","   70,967","   61,949","   44,538","   25,194","   27,713","   26,833","   26,835","   23,507","   18,012","   13,880","   11,067","   7,810","   4,679","   2,358",   780,   254,—,—
 苗 栗 縣 , 男 ,"   283,406","   6,182","   23,437","   6,090","   6,248","   5,598","   5,501","   28,979","   32,160","   36,128","   32,440","   24,326","   13,573","   14,633","   14,244","   14,669","   12,976","   9,595","   7,299","   5,687","   3,696","   2,072",   973,   277,   60,—,—
, 女 ,"   259,098","   5,826","   21,718","   5,611","   5,808","   5,187","   5,112","   27,023","   30,803","   34,839","   29,509","   20,212","   11,621","   13,080","   12,589","   12,166","   10,531","   8,417","   6,581","   5,380","   4,114","   2,607","   1,385",   503,   194,—,—
, 計 ,"   940,917","   24,024","   93,509","   24,361","   25,552","   22,350","   21,246","   104,934","   105,098","   106,786","   101,934","   85,539","   51,517","   49,501","   44,948","   45,080","   40,876","   29,614","   21,383","   16,325","   10,386","   5,910","   2,541",   770,   242,—,—
 臺 中 縣 , 男 ,"   488,853","   12,411","   47,890","   12,540","   12,952","   11,470","   10,928","   53,874","   53,728","   54,109","   50,785","   43,874","   26,893","   25,809","   23,571","   25,967","   25,011","   17,078","   11,337","   8,134","   4,673","   2,419",   966,   260,   64,—,—
, 女 ,"   452,064","   11,613","   45,619","   11,821","   12,600","   10,880","   10,318","   51,060","   51,370","   52,677","   51,149","   41,665","   24,624","   23,692","   21,377","   19,113","   15,865","   12,536","   10,046","   8,191","   5,713","   3,491","   1,575",   510,   178,—,—
, 計 ,"   1,141,957","   28,173","   107,848","   28,289","   29,358","   25,733","   24,468","   120,479","   128,967","   138,851","   128,768","   96,502","   57,384","   60,395","   58,449","   54,971","   45,376","   35,739","   28,259","   23,691","   15,149","   8,080","   3,470","   1,113",   293,—,—
 彰 化 縣 , 男 ,"   589,226","   14,633","   55,742","   14,664","   15,121","   13,412","   12,545","   61,819","   66,039","   70,906","   66,628","   51,491","   30,798","   32,134","   30,572","   28,881","   23,895","   18,152","   14,459","   11,473","   6,648","   3,308","   1,243",   352,   53,—,—
, 女 ,"   552,731","   13,540","   52,106","   13,625","   14,237","   12,321","   11,923","   58,660","   62,928","   67,945","   62,140","   45,011","   26,586","   28,261","   27,877","   26,090","   21,481","   17,587","   13,800","   12,218","   8,501","   4,772","   2,227",   761,   240,—,—
